BookingID,CustomerID,DestinationID,HotelID,TransportID,BookingDate,TravelDate,Travellers,Nights,BookingChannel,BookingStatus,PaymentMethod,HotelAmount,TransportAmount,ActivityAmount,Discount,TotalAmount
B000194,C0042,D014,H010,T008,2025-01-29,2025-02-06,4,3,Website,Confirmed,NetBanking,171672,130420,17040,2199.4664740688086,316932.53
B000195,C0064,D008,H023,T006,2025-08-09,2025-09-20,4,1,Website,Cancelled,Card,68612,120760,5444,8736.887758873192,186079.11
B000196,C0032,D012,H007,T007,2026-05-20,2026-07-26,3,1,Website,Confirmed,UPI,28218,95733,26142,7829.173211029544,142263.83
B000197,C0083,D008,H014,T003,2026-01-11,2026-02-01,3,8,Corporate,Confirmed,UPI,188472,99795,24342,888.6241924598515,311720.38
B000198,C0008,D007,H021,T004,2025-02-24,2025-05-23,3,2,Agent,Confirmed,UPI,11310,104097,21570,5919.886733962748,131057.11
B000199,C0087,D020,H020,T007,2026-04-02,2026-06-14,2,1,Agent,Confirmed,Wallet,12102,46086,4294,9226.328763731968,53255.67
B000200,C0003,D007,H028,T003,2026-04-05,2026-06-20,3,6,Corporate,Completed,Wallet,274752,17733,23295,54025.77010271461,261754.23
B000201,C0074,D002,H004,T007,2026-03-13,2026-03-22,1,2,Mobile App,Confirmed,UPI,32546,5296,2781,7297.806822547051,33325.19
B000202,C0035,D008,H009,T001,2026-05-07,2026-06-29,5,6,Mobile App,Confirmed,NetBanking,64740,140830,34440,18716.653394955374,221293.35
B000203,C0039,D011,H030,T001,2025-05-11,2025-06-28,2,5,Website,Confirmed,NetBanking,42830,24180,12682,5090.9437289412635,74601.06
B000204,C0002,D002,H018,T008,2026-06-18,2026-08-14,4,6,Mobile App,Completed,NetBanking,333528,113800,37540,96960.1059497724,387907.89
B000205,C0071,D007,H008,T007,2025-06-24,2025-09-08,5,5,Website,Completed,NetBanking,172950,164065,58650,60880.21790277809,334784.78
B000206,C0017,D004,H009,T001,2026-03-14,2026-04-16,3,8,Agent,Confirmed,Wallet,51792,69258,8055,13874.968081113962,115230.03
B000207,C0066,D011,H011,T009,2025-11-12,2025-12-30,5,6,Corporate,Confirmed,NetBanking,217080,135520,9095,18429.910669318262,343265.09
B000208,C0073,D015,H017,T001,2026-03-01,2026-05-01,3,4,Agent,Confirmed,NetBanking,164796,32523,20670,14008.210873794218,203980.79
B000209,C0085,D020,H009,T010,2025-12-09,2026-02-15,1,1,Mobile App,Completed,NetBanking,2158,16057,11447,3057.3474629954567,26604.65
B000210,C0071,D008,H019,T008,2025-12-17,2026-02-24,1,3,Agent,Completed,Card,23865,33832,2318,6506.62128624838,53508.38
B000211,C0031,D018,H014,T010,2025-12-02,2026-01-02,1,2,Corporate,Completed,Wallet,15706,28864,6104,138.63032398487,50535.37
B000212,C0074,D005,H019,T010,2026-03-01,2026-05-29,5,1,Mobile App,Completed,Card,39775,41740,25915,20613.670232142904,86816.33
B000213,C0083,D016,H005,T004,2026-02-07,2026-02-09,3,3,Mobile App,Confirmed,Wallet,33102,98598,12471,16597.145657384455,127573.85
B000214,C0032,D012,H019,T008,2025-03-15,2025-04-29,2,2,Agent,Completed,NetBanking,31820,36470,16270,9963.844229447264,74596.16
B000215,C0013,D016,H028,T003,2026-03-27,2026-05-21,3,1,Website,Confirmed,NetBanking,45792,89307,11694,6208.496427424877,140584.5
B000216,C0090,D016,H005,T005,2025-10-20,2025-10-27,2,3,Corporate,Confirmed,Wallet,22068,37938,12340,11068.752487511018,61277.25
B000217,C0015,D011,H010,T003,2025-06-26,2025-08-06,5,5,Mobile App,Confirmed,NetBanking,357650,108650,51110,76293.60706814408,441116.39
B000218,C0060,D006,H021,T005,2025-10-08,2025-12-01,5,2,Mobile App,Confirmed,NetBanking,18850,34605,24325,1480.2774342845098,76299.72
B000219,C0024,D011,H019,T009,2026-06-12,2026-08-06,1,3,Agent,Cancelled,NetBanking,23865,12845,742,4456.745845975706,32995.25
B000220,C0013,D017,H021,T005,2026-04-13,2026-04-25,4,1,Website,Confirmed,NetBanking,7540,102816,42708,20149.153487034546,132914.85
B000221,C0078,D020,H017,T001,2026-03-31,2026-04-26,2,1,Website,Completed,Card,27466,59440,7312,15745.112454400318,78472.89
B000222,C0015,D019,H021,T004,2025-09-10,2025-10-03,1,2,Website,Completed,NetBanking,3770,4477,9387,726.8423698069821,16907.16
B000223,C0068,D004,H019,T008,2026-03-04,2026-05-01,5,5,Mobile App,Completed,Wallet,198875,20370,46355,46619.96040635628,218980.04
B000224,C0070,D012,H003,T006,2025-07-29,2025-08-28,1,6,Agent,Completed,NetBanking,32514,24718,6552,5887.021735559457,57896.98
B000225,C0007,D003,H023,T006,2026-01-09,2026-03-02,2,8,Website,Confirmed,Wallet,274448,32954,3018,5992.572380971652,304427.43
B000226,C0018,D014,H014,T005,2025-12-15,2026-02-19,1,6,Mobile App,Confirmed,Wallet,47118,29928,11425,1868.883017657741,86602.12
B000227,C0080,D020,H002,T003,2025-05-17,2025-07-28,3,6,Corporate,Confirmed,Card,292140,11355,24990,12995.159192966223,315489.84
B000228,C0051,D002,H013,T006,2025-05-26,2025-06-13,3,9,Corporate,Confirmed,UPI,228015,39612,16140,16047.063917066607,267719.94
B000229,C0013,D014,H014,T007,2025-02-03,2025-04-25,2,3,Website,Completed,Card,47118,5374,20638,7260.43129602903,65869.57
B000230,C0100,D019,H003,T009,2025-03-18,2025-04-03,1,8,Agent,Confirmed,Wallet,43352,25265,9562,11707.32397769439,66471.68
B000231,C0027,D017,H030,T007,2025-08-25,2025-08-28,1,9,Website,Confirmed,Wallet,38547,30238,9243,2913.9697365544525,75114.03
B000232,C0001,D008,H007,T010,2025-09-18,2025-09-23,5,6,Agent,Confirmed,NetBanking,282180,33755,12155,65135.8254514706,262954.17
B000233,C0093,D003,H010,T009,2025-03-31,2025-04-19,5,8,Corporate,Confirmed,Wallet,572240,61765,38885,21737.298533785128,651152.7
B000234,C0002,D019,H014,T001,2025-08-16,2025-11-02,5,2,Corporate,Completed,UPI,78530,149195,18930,29567.91452570126,217087.09
B000235,C0056,D019,H025,T004,2025-11-26,2025-12-16,3,8,Website,Confirmed,NetBanking,55584,8661,4206,12717.380355165817,55733.62
B000236,C0100,D012,H023,T004,2025-05-07,2025-07-09,3,6,Mobile App,Completed,NetBanking,308754,100179,13161,70279.27763035429,351814.72
B000237,C0058,D020,H024,T001,2025-07-04,2025-08-11,4,2,Corporate,Completed,NetBanking,45624,124856,6784,22969.486288723674,154294.51
B000238,C0059,D001,H008,T002,2025-07-20,2025-07-25,4,1,Corporate,Completed,NetBanking,27672,26460,6864,8728.442166451528,52267.56
B000239,C0039,D013,H026,T008,2025-10-03,2025-11-13,3,7,Mobile App,Confirmed,Card,79548,18462,26580,3344.1358062442673,121245.86
B000240,C0013,D001,H025,T004,2025-07-19,2025-07-23,2,4,Website,Completed,NetBanking,18528,49354,12540,155.42442190133664,80266.58
B000241,C0058,D019,H014,T002,2026-02-06,2026-03-21,3,3,Mobile App,Confirmed,NetBanking,70677,5514,15225,7937.6290542175675,83478.37
B000242,C0090,D014,H017,T003,2025-06-28,2025-08-18,1,4,Agent,Confirmed,Wallet,54932,18445,2710,1362.245309660493,74724.75
B000243,C0010,D019,H002,T003,2025-08-25,2025-10-11,1,9,Mobile App,Completed,UPI,146070,3708,9365,11386.76319209852,147756.24
B000244,C0089,D012,H023,T002,2025-07-26,2025-08-21,4,4,Corporate,Completed,Card,274448,77220,31172,17131.53821804767,365708.46
B000245,C0042,D002,H029,T002,2025-04-10,2025-06-18,5,1,Corporate,Confirmed,Card,81240,66155,36170,33641.83721876421,149923.16
B000246,C0054,D001,H015,T008,2026-01-09,2026-03-04,1,3,Corporate,Completed,UPI,48471,25167,2686,13433.878813658197,62890.12
B000247,C0017,D007,H017,T009,2025-05-09,2025-06-02,1,2,Website,Confirmed,Card,27466,31003,1920,9891.027935987815,50497.97
B000248,C0063,D015,H015,T005,2025-06-11,2025-07-21,1,7,Corporate,Completed,Card,113099,17872,1920,18975.354352106642,113915.65
B000249,C0019,D004,H003,T007,2026-03-09,2026-03-20,4,8,Corporate,Cancelled,Card,173408,91996,3148,8275.264940948933,260276.74
B000250,C0028,D018,H019,T010,2026-06-02,2026-08-24,2,8,Mobile App,Confirmed,Card,127280,43220,23288,1874.6053576562374,191913.39
B000251,C0073,D005,H022,T009,2026-01-01,2026-03-10,2,6,Agent,Completed,NetBanking,203712,68990,9458,36900.199594456004,245259.8
B000252,C0006,D010,H028,T001,2026-05-15,2026-06-11,1,7,Corporate,Completed,NetBanking,106848,9235,8069,15947.526449312587,108204.47
B000253,C0045,D005,H028,T010,2026-04-11,2026-06-11,5,4,Corporate,Completed,Card,305280,47520,58975,30423.93697095528,381351.06
B000254,C0060,D010,H015,T001,2025-09-20,2025-11-20,3,6,Agent,Completed,Wallet,290826,42537,33807,34711.27266303164,332458.73
B000255,C0014,D010,H029,T001,2026-02-24,2026-04-20,4,1,Website,Completed,Card,64992,104716,16744,18240.57634714992,168211.42
B000256,C0030,D001,H016,T005,2025-06-28,2025-07-04,4,5,Agent,Confirmed,NetBanking,66600,121940,24532,10224.393420112721,202847.61
B000257,C0035,D012,H020,T008,2025-09-08,2025-11-26,1,6,Agent,Completed,UPI,36306,10815,5824,3326.710253489427,49618.29
B000258,C0067,D016,H019,T001,2025-10-19,2026-01-13,5,1,Website,Confirmed,UPI,39775,25905,4420,5865.821556382293,64234.18
B000259,C0098,D019,H030,T003,2026-06-08,2026-09-03,3,5,Corporate,Cancelled,Card,64245,65667,28005,19050.444573309705,138866.56
B000260,C0084,D007,H023,T003,2026-04-08,2026-07-05,4,7,Website,Confirmed,Card,480284,86072,28420,113699.66481564014,481076.34
B000261,C0019,D018,H004,T004,2025-09-24,2025-12-16,2,4,Corporate,Confirmed,Card,130184,28108,9542,18075.205190803714,149758.79
B000262,C0002,D018,H003,T010,2025-12-22,2026-02-27,5,5,Agent,Completed,UPI,135475,38365,34600,30480.761061036985,177959.24
B000263,C0006,D020,H013,T004,2025-04-21,2025-04-28,5,3,Mobile App,Confirmed,Card,126675,149850,44785,51859.50484214304,269450.5
B000264,C0060,D008,H016,T003,2026-03-15,2026-04-26,3,3,Website,Confirmed,NetBanking,29970,89577,2016,2759.67755012634,118803.32
B000265,C0016,D018,H021,T002,2025-10-29,2025-11-21,1,2,Website,Completed,NetBanking,3770,26542,7929,4995.228082386051,33245.77
B000266,C0024,D012,H015,T002,2025-10-18,2025-11-08,5,3,Agent,Confirmed,UPI,242355,104485,52020,38458.93637613595,360401.06
B000267,C0085,D002,H016,T002,2026-02-22,2026-05-08,5,8,Mobile App,Confirmed,Card,133200,51285,44265,26188.715607841066,202561.28
B000268,C0088,D006,H028,T006,2025-12-11,2026-02-22,3,9,Corporate,Confirmed,NetBanking,412128,45006,22887,3688.187184958511,476332.81
B000269,C0084,D014,H011,T005,2025-02-09,2025-03-28,3,6,Website,Confirmed,NetBanking,130248,11376,4623,26506.26656456909,119740.73
B000270,C0026,D004,H015,T005,2025-06-07,2025-08-12,2,6,Corporate,Confirmed,Wallet,193884,19738,18126,44161.16421916229,187586.84
B000271,C0062,D009,H017,T009,2025-04-07,2025-04-20,1,6,Corporate,Confirmed,Card,82398,16589,9132,75.29242137130765,108043.71
B000272,C0062,D016,H015,T006,2026-02-05,2026-02-26,5,5,Website,Confirmed,NetBanking,403925,80670,30900,21938.600347887732,493556.4
B000273,C0019,D003,H030,T002,2025-01-20,2025-04-07,3,4,Agent,Confirmed,Wallet,51396,12576,21600,3083.9151665244535,82488.08
B000274,C0056,D010,H029,T004,2025-04-21,2025-06-01,2,6,Corporate,Confirmed,Card,194976,67160,15222,43340.211660741006,234017.79
B000275,C0053,D005,H016,T004,2025-11-22,2026-01-11,4,8,Mobile App,Completed,Wallet,106560,41944,7568,18668.710197140004,137403.29
B000276,C0040,D011,H014,T009,2026-01-14,2026-02-25,1,4,Website,Completed,Card,31412,18558,3460,1894.9875259888754,51535.01
B000277,C0076,D005,H018,T004,2025-10-02,2025-10-21,1,6,Corporate,Confirmed,Card,83382,17086,9611,17920.221758108968,92158.78
B000278,C0068,D020,H006,T002,2026-04-15,2026-06-28,2,5,Mobile App,Confirmed,NetBanking,102050,34454,23396,11304.126400347835,148595.87
B000279,C0054,D002,H013,T008,2026-05-16,2026-07-23,3,3,Website,Completed,NetBanking,76005,89424,10818,16244.928375206082,160002.07
B000280,C0073,D020,H007,T005,2025-03-13,2025-05-14,2,3,Corporate,Completed,NetBanking,56436,53000,10216,9268.401987965173,110383.6
B000281,C0077,D016,H005,T001,2026-06-04,2026-07-07,1,1,Agent,Confirmed,UPI,3678,30565,11025,4720.367837036316,40547.63
B000282,C0057,D018,H003,T007,2025-12-01,2026-01-28,2,4,Website,Confirmed,UPI,43352,28396,4732,7344.259203204183,69135.74
B000283,C0027,D018,H018,T003,2025-12-13,2026-03-08,2,7,Mobile App,Confirmed,Wallet,194558,20764,7006,12209.54242878711,210118.46
B000284,C0076,D004,H001,T009,2025-02-21,2025-04-21,3,7,Website,Completed,Wallet,325479,47454,3429,31957.351876651348,344404.65
B000285,C0072,D019,H020,T009,2025-12-05,2026-01-19,3,9,Corporate,Completed,Wallet,163377,60927,9597,42492.193537614134,191408.81
B000286,C0099,D012,H013,T004,2026-01-31,2026-02-25,5,1,Website,Completed,NetBanking,42225,63935,39075,14607.565982312633,130627.43
B000287,C0015,D020,H011,T006,2025-11-13,2025-12-31,5,7,Corporate,Confirmed,Wallet,253260,84555,22520,66041.21943990934,294293.78
B000288,C0042,D018,H024,T006,2025-02-16,2025-03-22,2,8,Agent,Confirmed,Card,91248,13110,23616,14080.391763491241,113893.61
B000289,C0093,D012,H017,T007,2025-10-13,2025-12-07,5,4,Agent,Confirmed,UPI,274660,105290,53760,66688.74965231968,367021.25
B000290,C0052,D008,H023,T001,2026-05-26,2026-06-01,3,3,Corporate,Confirmed,UPI,154377,76236,32403,15443.842380291811,247572.16
B000291,C0095,D003,H022,T004,2026-01-30,2026-02-17,1,4,Corporate,Confirmed,Card,67904,19159,8853,15162.660062219886,80753.34
B000292,C0002,D003,H001,T002,2025-03-16,2025-05-26,2,7,Website,Completed,Card,216986,61492,17148,15628.06823205987,279997.93
B000293,C0004,D008,H007,T007,2026-06-08,2026-07-13,4,8,Website,Confirmed,Wallet,300992,139420,25444,1821.494317941767,464034.51
B000294,C0080,D017,H018,T001,2026-06-07,2026-07-17,5,6,Website,Completed,Card,416910,159185,59455,20430.255967316563,615119.74
B000295,C0036,D011,H030,T006,2025-04-03,2025-05-22,2,5,Agent,Confirmed,NetBanking,42830,9228,3192,239.264269104007,55010.74
B000296,C0053,D010,H005,T008,2026-03-13,2026-04-22,1,6,Agent,Confirmed,Card,22068,31006,8812,11721.98373121859,50164.02
B000297,C0043,D005,H004,T010,2025-08-10,2025-10-17,1,1,Website,Completed,NetBanking,16273,12679,2112,6212.657232451051,24851.34
B000298,C0041,D012,H029,T003,2025-11-20,2025-12-13,1,6,Website,Completed,NetBanking,97488,16634,4401,18068.36350699529,100454.64
B000299,C0094,D013,H030,T001,2025-08-31,2025-11-07,4,1,Agent,Confirmed,UPI,17132,61204,13756,1991.5477712422417,90100.45
B000300,C0010,D020,H006,T008,2026-03-03,2026-03-23,3,9,Agent,Completed,Card,275535,33048,22242,59478.726382909765,271346.27
B000301,C0078,D015,H013,T001,2026-06-28,2026-08-01,3,9,Mobile App,Confirmed,UPI,228015,92661,28656,51964.964330542956,297367.04
B000302,C0089,D013,H019,T001,2026-03-10,2026-05-02,4,5,Corporate,Confirmed,Wallet,159100,91480,5668,17027.398516550842,239220.6
B000303,C0066,D019,H006,T010,2026-05-23,2026-08-10,5,4,Corporate,Confirmed,NetBanking,204100,169465,37095,41253.08945269121,369406.91
B000304,C0040,D009,H010,T009,2026-05-31,2026-06-22,4,7,Corporate,Confirmed,Wallet,400568,133928,12196,72355.70755863766,474336.29
B000305,C0017,D019,H012,T008,2025-02-19,2025-04-13,1,6,Mobile App,Completed,Wallet,75108,15561,1385,442.788497525462,91611.21
B000306,C0069,D008,H020,T009,2025-05-19,2025-05-26,3,7,Corporate,Confirmed,UPI,127071,77568,15903,22122.167167267016,198419.83
B000307,C0047,D003,H010,T001,2026-01-29,2026-02-06,5,5,Agent,Completed,NetBanking,357650,91645,35920,71073.85002936353,414141.15
B000308,C0015,D009,H013,T001,2025-11-18,2026-01-26,4,3,Agent,Completed,UPI,101340,72308,11280,6961.628314809007,177966.37
B000309,C0036,D003,H009,T004,2025-01-28,2025-04-03,2,1,Mobile App,Confirmed,Wallet,4316,52554,9964,5932.059837583549,60901.94
B000310,C0097,D003,H023,T001,2025-02-21,2025-03-28,2,3,Corporate,Confirmed,Wallet,102918,49150,22930,18638.34150942099,156359.66
B000311,C0027,D018,H005,T009,2025-10-11,2025-12-06,5,5,Agent,Confirmed,NetBanking,91950,160215,22435,40397.25022800104,234202.75
B000312,C0018,D016,H007,T001,2025-12-02,2026-01-06,1,4,Website,Completed,Wallet,37624,27380,11949,14843.521281332401,62109.48
B000313,C0069,D005,H008,T006,2025-04-02,2025-04-28,3,5,Corporate,Completed,Wallet,103770,67023,30279,34112.89219766378,166959.11
B000314,C0020,D017,H028,T009,2025-04-04,2025-05-13,1,3,Website,Completed,Wallet,45792,32295,4765,10298.808830578368,72553.19
B000315,C0092,D002,H029,T008,2025-03-12,2025-04-10,5,9,Agent,Confirmed,UPI,731160,24645,35665,92386.81698230132,699083.18
B000316,C0086,D006,H016,T003,2025-11-04,2026-01-16,1,4,Agent,Confirmed,UPI,13320,27067,8656,5916.416997672598,43126.58
B000317,C0099,D015,H005,T005,2025-01-05,2025-02-12,1,8,Agent,Confirmed,Wallet,29424,14641,5843,5441.755139572798,44466.24
B000318,C0092,D007,H023,T006,2025-11-08,2025-12-08,2,4,Website,Confirmed,Card,137224,32022,10378,2132.599600725777,177491.4
B000319,C0025,D015,H015,T008,2025-09-17,2025-11-05,2,4,Mobile App,Completed,Card,129256,55372,8582,26983.56927967742,166226.43
B000320,C0022,D018,H026,T005,2025-09-11,2025-11-18,3,6,Corporate,Confirmed,UPI,68184,31995,6312,15256.684436520312,91234.32
B000321,C0035,D002,H011,T003,2026-01-06,2026-02-01,2,3,Website,Confirmed,NetBanking,43416,62202,1572,10986.554006280534,96203.45
B000322,C0047,D001,H030,T008,2025-10-12,2026-01-04,2,2,Agent,Confirmed,Wallet,17132,36492,8748,10857.563144833483,51514.44
B000323,C0088,D019,H025,T009,2026-02-01,2026-03-15,3,4,Corporate,Confirmed,Wallet,27792,39573,28950,12953.150131501898,83361.85
B000324,C0074,D011,H007,T005,2026-02-21,2026-04-22,3,8,Corporate,Completed,NetBanking,225744,37479,9549,19784.952810594845,252987.05
B000325,C0065,D011,H022,T001,2026-05-17,2026-08-11,5,2,Agent,Confirmed,NetBanking,169760,78000,12835,1026.4500152072187,259568.55
B000326,C0088,D010,H009,T006,2026-03-12,2026-04-20,3,4,Mobile App,Completed,NetBanking,25896,99246,12816,1632.3644855053897,136325.64
B000327,C0065,D009,H011,T009,2025-10-10,2025-10-29,3,7,Agent,Completed,Card,151956,14814,22161,13293.119474048866,175637.88
B000328,C0038,D014,H008,T010,2025-09-26,2025-12-02,4,7,Mobile App,Completed,NetBanking,193704,74064,11888,25846.10536475257,253809.89
B000329,C0042,D012,H021,T005,2025-05-09,2025-05-11,1,4,Agent,Completed,Wallet,7540,29472,3034,1336.5041703668778,38709.5
B000330,C0052,D004,H008,T002,2025-11-23,2026-01-04,4,1,Agent,Completed,Card,27672,69252,7164,3941.3609517837867,100146.64
B000331,C0009,D013,H020,T006,2025-03-17,2025-06-13,5,1,Agent,Completed,Card,30255,102305,21600,7097.876613884497,147062.12
B000332,C0075,D014,H018,T009,2026-05-23,2026-06-30,2,5,Website,Confirmed,NetBanking,138970,26328,6000,26740.074808547273,144557.93
B000333,C0066,D003,H023,T010,2026-04-06,2026-06-07,1,8,Corporate,Confirmed,NetBanking,137224,6063,10058,23654.62679414988,129690.37
B000334,C0074,D008,H030,T001,2025-03-07,2025-04-24,2,1,Agent,Completed,UPI,8566,45840,21832,5838.900473995133,70399.1
B000335,C0054,D016,H001,T003,2026-03-05,2026-03-25,2,8,Corporate,Confirmed,Card,247984,64636,9520,11105.092376719454,311034.91
B000336,C0079,D013,H030,T005,2025-03-05,2025-04-03,3,7,Agent,Confirmed,NetBanking,89943,56763,4440,3352.671753760624,147793.33
B000337,C0095,D003,H004,T001,2026-01-29,2026-03-18,5,1,Corporate,Completed,NetBanking,81365,79865,7525,2940.701410904144,165814.3
B000338,C0057,D001,H016,T009,2025-02-17,2025-02-28,3,4,Corporate,Confirmed,NetBanking,39960,17469,12702,5488.161028964773,64642.84
B000339,C0045,D012,H011,T002,2025-09-24,2025-11-01,1,2,Corporate,Confirmed,Wallet,14472,33148,5829,486.83950371610223,52962.16
B000340,C0011,D010,H020,T007,2025-12-25,2026-02-01,2,9,Agent,Completed,NetBanking,108918,61236,13154,12231.594277110844,171076.41
B000341,C0078,D020,H022,T010,2026-02-02,2026-04-18,4,5,Agent,Confirmed,NetBanking,339520,126860,15988,92762.57342761668,389605.43
B000342,C0091,D011,H026,T007,2025-08-17,2025-08-29,2,3,Website,Completed,Card,22728,27052,9152,5981.65240142616,52950.35
B000343,C0070,D019,H013,T008,2026-05-18,2026-08-02,3,3,Mobile App,Confirmed,Card,76005,67341,11286,25441.43771514779,129190.56
B000344,C0087,D005,H028,T003,2026-02-27,2026-04-06,4,6,Mobile App,Completed,Wallet,366336,63964,25808,11791.846410091739,444316.15
B000345,C0087,D009,H010,T009,2025-04-24,2025-06-22,2,1,Corporate,Completed,Card,28612,18720,17028,3450.710087177721,60909.29
B000346,C0080,D003,H007,T005,2026-01-01,2026-02-21,4,3,Agent,Confirmed,NetBanking,112872,33556,3996,28476.6604748176,121947.34
B000347,C0051,D012,H012,T001,2026-02-03,2026-03-03,2,2,Mobile App,Confirmed,UPI,50072,28718,12010,6965.302448321869,83834.7
B000348,C0010,D004,H016,T004,2025-07-01,2025-09-22,1,6,Website,Confirmed,UPI,19980,20038,7958,6221.5864836873425,41754.41
B000349,C0001,D010,H021,T004,2026-02-07,2026-02-28,2,7,Agent,Confirmed,UPI,26390,11174,16468,10548.416426342606,43483.58
B000350,C0021,D007,H025,T006,2026-05-05,2026-05-10,3,5,Mobile App,Confirmed,UPI,34740,75054,20940,14401.337307228476,116332.66
B000351,C0044,D004,H007,T003,2026-03-22,2026-05-29,1,2,Website,Cancelled,NetBanking,18812,16835,6539,2576.264842832691,39609.74
B000352,C0075,D002,H010,T005,2026-02-20,2026-04-17,5,4,Mobile App,Confirmed,NetBanking,286120,155095,41655,51372.39018511447,431497.61
B000353,C0046,D011,H029,T005,2025-12-12,2026-03-02,3,8,Corporate,Completed,NetBanking,389952,32517,14553,4775.5316251941595,432246.47
B000354,C0003,D019,H014,T004,2025-05-28,2025-07-09,1,2,Website,Confirmed,Card,15706,3228,7023,583.3569643647969,25373.64
B000355,C0022,D004,H008,T007,2026-03-10,2026-03-13,5,2,Mobile App,Cancelled,NetBanking,69180,59765,20865,214.8606495761114,149595.14
B000356,C0098,D009,H030,T004,2025-07-18,2025-07-21,5,2,Agent,Confirmed,UPI,42830,170530,27675,42625.11347372417,198409.89
B000357,C0099,D005,H014,T008,2025-10-18,2025-11-27,1,8,Website,Confirmed,Card,62824,12286,1926,10342.55182414185,66693.45
B000358,C0038,D017,H030,T003,2025-06-21,2025-07-14,1,2,Website,Completed,UPI,8566,25077,4526,2277.3897610703725,35891.61
B000359,C0081,D009,H028,T009,2025-06-20,2025-09-11,2,6,Corporate,Confirmed,UPI,183168,59500,4266,10922.45477810731,236011.55
B000360,C0072,D020,H028,T004,2025-03-27,2025-04-08,3,9,Agent,Completed,UPI,412128,33072,9312,62093.30242908497,392418.7
B000361,C0094,D005,H018,T001,2026-06-08,2026-08-26,4,6,Website,Confirmed,UPI,333528,92104,21292,82192.18970441952,364731.81
B000362,C0089,D002,H024,T002,2025-03-22,2025-04-12,3,4,Website,Confirmed,Card,68436,25047,18750,6714.655521210308,105518.34
B000363,C0063,D012,H029,T009,2025-02-17,2025-03-01,4,2,Mobile App,Confirmed,NetBanking,129984,54532,45328,14781.686387579095,215062.31
B000364,C0040,D014,H009,T009,2026-05-26,2026-06-21,1,1,Agent,Completed,NetBanking,2158,11418,799,2455.9420849320973,11919.06
B000365,C0063,D020,H002,T003,2025-10-30,2025-11-13,4,2,Agent,Confirmed,Card,129840,96096,43332,48111.50383827725,221156.5
B000366,C0032,D018,H010,T007,2025-08-27,2025-10-03,5,9,Website,Confirmed,UPI,643770,154180,21370,149777.68798699483,669542.31
B000367,C0035,D018,H020,T006,2026-02-06,2026-03-09,3,2,Agent,Confirmed,UPI,36306,29862,26481,5432.088843522453,87216.91
B000368,C0061,D013,H017,T002,2025-07-28,2025-09-14,3,1,Corporate,Confirmed,NetBanking,41199,33783,24885,2403.0510376289153,97463.95
B000369,C0058,D008,H003,T005,2025-03-11,2025-04-29,2,8,Website,Confirmed,Wallet,86704,58002,23328,14786.910402640604,153247.09
B000370,C0059,D009,H017,T007,2026-02-02,2026-02-04,5,4,Website,Completed,Card,274660,85020,8750,21793.72985279307,346636.27
B000371,C0039,D003,H006,T010,2025-04-06,2025-04-18,1,4,Corporate,Confirmed,UPI,40820,18687,11622,12573.710428731814,58555.29
B000372,C0041,D009,H016,T009,2025-10-29,2025-11-14,2,7,Agent,Completed,Card,46620,50284,2446,727.9362936364367,98622.06
B000373,C0002,D008,H018,T001,2026-06-02,2026-06-21,1,5,Corporate,Confirmed,UPI,69485,6109,10589,10925.944102932572,75257.06
B000374,C0061,D001,H020,T003,2026-05-26,2026-06-05,5,9,Mobile App,Confirmed,UPI,272295,153555,40000,84428.91784675178,381421.08
B000375,C0058,D005,H013,T005,2025-07-16,2025-08-14,3,5,Mobile App,Confirmed,Card,126675,41205,18126,36333.30964962583,149672.69
B000376,C0094,D011,H013,T002,2026-03-02,2026-04-21,5,7,Website,Confirmed,Wallet,295575,117810,25370,57049.610219002585,381705.39
B000377,C0051,D008,H021,T006,2025-11-30,2025-12-29,4,8,Website,Confirmed,NetBanking,60320,63912,6304,24799.82862357468,105736.17
B000378,C0047,D020,H023,T001,2025-09-19,2025-10-19,3,5,Mobile App,Confirmed,Wallet,257295,80187,29160,5547.987339155984,361094.01
B000379,C0007,D010,H025,T002,2025-03-18,2025-04-30,3,3,Website,Confirmed,Card,20844,65964,26613,8149.941856247901,105271.06
B000380,C0020,D020,H011,T001,2025-07-25,2025-09-13,2,9,Corporate,Cancelled,Card,130248,14612,22558,291.7994394094202,167126.2
B000381,C0034,D014,H013,T003,2025-12-22,2026-01-22,3,3,Agent,Confirmed,Card,76005,23376,26697,24741.1375260548,101336.86
B000382,C0038,D001,H010,T008,2026-06-22,2026-07-13,4,1,Corporate,Confirmed,UPI,57224,123572,46020,40950.56180158953,185865.44
B000383,C0037,D005,H016,T002,2025-01-03,2025-02-10,5,6,Agent,Confirmed,Card,99900,94530,53490,1390.957949010816,246529.04
B000384,C0040,D015,H004,T010,2026-01-27,2026-01-31,3,9,Mobile App,Confirmed,Card,439371,32208,16182,1768.8799441811825,485992.12
B000385,C0077,D011,H013,T003,2026-04-07,2026-05-22,5,1,Agent,Completed,Card,42225,31495,42960,8563.60011446616,108116.4
B000386,C0014,D007,H006,T001,2026-06-03,2026-08-26,5,8,Website,Confirmed,UPI,408200,29000,17695,23521.525680669456,431373.47
B000387,C0034,D011,H016,T004,2025-08-19,2025-09-25,3,8,Corporate,Completed,NetBanking,79920,96948,28935,34860.240690667735,170942.76
